Wavelength (nm)	Dark	Wavelength (nm)	Reference	Wavelength (nm)	Sample 1 - 08.11.2019-11:35:13	Wavelength (nm)	Sample 2 - 08.11.2019-11:40:21	Wavelength (nm)	Sample 3 - 08.11.2019-11:45:29
2322.900	9634.000	2322.900	0.000	2322.900	-Inf	2322.900	-Inf	2322.900	NaN
2324.900	9711.000	2324.900	0.000	2324.900	NaN	2324.900	NaN	2324.900	NaN
2326.800	9629.000	2326.800	0.000	2326.800	-Inf	2326.800	NaN	2326.800	-Inf
2328.800	9658.000	2328.800	0.000	2328.800	-Inf	2328.800	NaN	2328.800	NaN
2330.800	9653.000	2330.800	0.000	2330.800	-Inf	2330.800	NaN	2330.800	NaN
2332.700	9726.000	2332.700	0.000	2332.700	NaN	2332.700	-Inf	2332.700	NaN
2334.700	9678.000	2334.700	0.000	2334.700	-Inf	2334.700	NaN	2334.700	NaN
2336.600	9680.000	2336.600	0.000	2336.600	-Inf	2336.600	NaN	2336.600	-Inf
2338.600	9670.000	2338.600	0.000	2338.600	NaN	2338.600	NaN	2338.600	NaN
2340.600	9660.000	2340.600	0.000	2340.600	-Inf	2340.600	-Inf	2340.600	NaN
2342.500	9790.000	2342.500	0.000	2342.500	NaN	2342.500	NaN	2342.500	NaN
2344.500	9774.000	2344.500	0.000	2344.500	NaN	2344.500	NaN	2344.500	NaN
2346.400	9736.000	2346.400	0.000	2346.400	-Inf	2346.400	NaN	2346.400	NaN
2348.400	9719.000	2348.400	0.000	2348.400	-Inf	2348.400	NaN	2348.400	NaN
2350.400	9666.000	2350.400	0.000	2350.400	-Inf	2350.400	NaN	2350.400	-Inf
2352.300	9724.000	2352.300	0.000	2352.300	-Inf	2352.300	NaN	2352.300	NaN
2354.300	9659.000	2354.300	0.000	2354.300	NaN	2354.300	-Inf	2354.300	NaN
2356.200	9668.000	2356.200	0.000	2356.200	NaN	2356.200	NaN	2356.200	-Inf
2358.200	9738.000	2358.200	0.000	2358.200	-Inf	2358.200	NaN	2358.200	NaN
2360.200	9768.000	2360.200	0.000	2360.200	NaN	2360.200	-Inf	2360.200	NaN
2362.100	9713.000	2362.100	0.000	2362.100	-Inf	2362.100	NaN	2362.100	NaN
2364.100	9680.000	2364.100	14.000	2364.100	-0.285	2364.100	0.669	2364.100	Inf
2366.100	9681.000	2366.100	0.000	2366.100	-Inf	2366.100	NaN	2366.100	NaN
2368.000	9712.000	2368.000	0.000	2368.000	-Inf	2368.000	NaN	2368.000	NaN
2370.000	9652.000	2370.000	0.000	2370.000	-Inf	2370.000	NaN	2370.000	NaN
2371.900	9733.000	2371.900	0.000	2371.900	NaN	2371.900	-Inf	2371.900	NaN
2373.900	9684.000	2373.900	0.000	2373.900	-Inf	2373.900	NaN	2373.900	NaN
2375.900	9748.000	2375.900	5.000	2375.900	-0.146	2375.900	NaN	2375.900	NaN
2377.800	9741.000	2377.800	0.000	2377.800	NaN	2377.800	NaN	2377.800	NaN
2379.800	9751.000	2379.800	0.000	2379.800	NaN	2379.800	NaN	2379.800	NaN
2381.700	9744.000	2381.700	0.000	2381.700	-Inf	2381.700	NaN	2381.700	NaN
2383.700	9724.000	2383.700	0.000	2383.700	-Inf	2383.700	NaN	2383.700	NaN
2385.700	9850.000	2385.700	0.000	2385.700	NaN	2385.700	NaN	2385.700	NaN
2387.600	9781.000	2387.600	0.000	2387.600	NaN	2387.600	NaN	2387.600	NaN
2389.600	9819.000	2389.600	0.000	2389.600	-Inf	2389.600	NaN	2389.600	NaN
2391.500	9780.000	2391.500	0.000	2391.500	NaN	2391.500	NaN	2391.500	NaN
2393.500	9664.000	2393.500	0.000	2393.500	-Inf	2393.500	NaN	2393.500	NaN
2395.500	9711.000	2395.500	0.000	2395.500	NaN	2395.500	NaN	2395.500	NaN
2397.400	9689.000	2397.400	0.000	2397.400	-Inf	2397.400	-Inf	2397.400	NaN
2399.400	9731.000	2399.400	0.000	2399.400	NaN	2399.400	NaN	2399.400	NaN
2401.300	9739.000	2401.300	0.000	2401.300	-Inf	2401.300	NaN	2401.300	NaN
2403.300	9799.000	2403.300	0.000	2403.300	NaN	2403.300	NaN	2403.300	NaN
2405.300	9837.000	2405.300	0.000	2405.300	NaN	2405.300	NaN	2405.300	NaN
2407.200	9779.000	2407.200	0.000	2407.200	-Inf	2407.200	NaN	2407.200	NaN
2409.200	9731.000	2409.200	0.000	2409.200	-Inf	2409.200	NaN	2409.200	NaN
2411.100	9763.000	2411.100	0.000	2411.100	NaN	2411.100	NaN	2411.100	NaN
2413.100	9681.000	2413.100	0.000	2413.100	-Inf	2413.100	NaN	2413.100	NaN
2415.100	9665.000	2415.100	0.000	2415.100	-Inf	2415.100	NaN	2415.100	-Inf
2417.000	9746.000	2417.000	0.000	2417.000	NaN	2417.000	NaN	2417.000	NaN
2419.000	9751.000	2419.000	0.000	2419.000	-Inf	2419.000	-Inf	2419.000	NaN
2420.900	9828.000	2420.900	0.000	2420.900	NaN	2420.900	NaN	2420.900	-Inf
2422.900	9755.000	2422.900	0.000	2422.900	-Inf	2422.900	NaN	2422.900	NaN
2424.900	9758.000	2424.900	0.000	2424.900	NaN	2424.900	NaN	2424.900	NaN
2426.800	9912.000	2426.800	0.000	2426.800	-Inf	2426.800	NaN	2426.800	NaN
2428.800	9782.000	2428.800	0.000	2428.800	NaN	2428.800	NaN	2428.800	NaN
2430.700	9795.000	2430.700	0.000	2430.700	NaN	2430.700	NaN	2430.700	NaN
2432.700	9652.000	2432.700	0.000	2432.700	NaN	2432.700	NaN	2432.700	NaN
2434.700	9708.000	2434.700	0.000	2434.700	NaN	2434.700	-Inf	2434.700	NaN
2436.600	9728.000	2436.600	0.000	2436.600	NaN	2436.600	NaN	2436.600	NaN
2438.600	9684.000	2438.600	0.000	2438.600	-Inf	2438.600	NaN	2438.600	NaN
2440.500	9666.000	2440.500	1.000	2440.500	-1.491	2440.500	NaN	2440.500	NaN
2442.500	9785.000	2442.500	0.000	2442.500	NaN	2442.500	NaN	2442.500	NaN
2444.500	9696.000	2444.500	0.000	2444.500	-Inf	2444.500	NaN	2444.500	NaN
2446.400	9777.000	2446.400	0.000	2446.400	-Inf	2446.400	-Inf	2446.400	NaN
2448.400	9648.000	2448.400	0.000	2448.400	-Inf	2448.400	NaN	2448.400	NaN
2450.300	9657.000	2450.300	0.000	2450.300	-Inf	2450.300	NaN	2450.300	-Inf
2452.300	9670.000	2452.300	0.000	2452.300	NaN	2452.300	NaN	2452.300	-Inf
2454.300	9775.000	2454.300	0.000	2454.300	-Inf	2454.300	NaN	2454.300	-Inf
2456.200	9699.000	2456.200	0.000	2456.200	NaN	2456.200	NaN	2456.200	NaN
2458.200	9761.000	2458.200	0.000	2458.200	NaN	2458.200	NaN	2458.200	NaN
2460.100	9718.000	2460.100	0.000	2460.100	NaN	2460.100	NaN	2460.100	NaN
2462.100	9700.000	2462.100	0.000	2462.100	NaN	2462.100	-Inf	2462.100	NaN
2464.100	9691.000	2464.100	0.000	2464.100	-Inf	2464.100	NaN	2464.100	NaN
2466.000	9704.000	2466.000	0.000	2466.000	-Inf	2466.000	NaN	2466.000	-Inf
2468.000	9805.000	2468.000	0.000	2468.000	-Inf	2468.000	NaN	2468.000	NaN
2469.900	9721.000	2469.900	0.000	2469.900	-Inf	2469.900	NaN	2469.900	-Inf
2471.900	9790.000	2471.900	0.000	2471.900	-Inf	2471.900	NaN	2471.900	NaN
2473.900	9777.000	2473.900	1.000	2473.900	NaN	2473.900	NaN	2473.900	NaN
2475.800	9689.000	2475.800	0.000	2475.800	NaN	2475.800	-Inf	2475.800	NaN
2477.800	9757.000	2477.800	0.000	2477.800	-Inf	2477.800	NaN	2477.800	NaN
2479.700	9740.000	2479.700	0.000	2479.700	NaN	2479.700	NaN	2479.700	NaN
2481.700	9748.000	2481.700	0.000	2481.700	-Inf	2481.700	NaN	2481.700	NaN
2483.600	9811.000	2483.600	0.000	2483.600	NaN	2483.600	NaN	2483.600	NaN
2485.600	9753.000	2485.600	0.000	2485.600	NaN	2485.600	-Inf	2485.600	NaN
2487.600	9806.000	2487.600	0.000	2487.600	-Inf	2487.600	NaN	2487.600	NaN
2489.500	9759.000	2489.500	0.000	2489.500	-Inf	2489.500	NaN	2489.500	NaN
2491.500	9746.000	2491.500	0.000	2491.500	NaN	2491.500	NaN	2491.500	NaN
2493.400	9735.000	2493.400	6.000	2493.400	-0.222	2493.400	0.301	2493.400	NaN
2495.400	9714.000	2495.400	0.000	2495.400	-Inf	2495.400	NaN	2495.400	NaN
2497.400	9679.000	2497.400	0.000	2497.400	NaN	2497.400	NaN	2497.400	-Inf
2499.300	9721.000	2499.300	0.000	2499.300	-Inf	2499.300	NaN	2499.300	NaN
2501.300	9755.000	2501.300	0.000	2501.300	-Inf	2501.300	NaN	2501.300	NaN
2503.200	9668.000	2503.200	0.000	2503.200	-Inf	2503.200	NaN	2503.200	NaN
2505.200	9809.000	2505.200	0.000	2505.200	-Inf	2505.200	NaN	2505.200	NaN
2507.200	9788.000	2507.200	0.000	2507.200	NaN	2507.200	NaN	2507.200	NaN
2509.100	9804.000	2509.100	0.000	2509.100	NaN	2509.100	NaN	2509.100	NaN
2511.100	9798.000	2511.100	0.000	2511.100	-Inf	2511.100	NaN	2511.100	NaN
2513.000	9912.000	2513.000	0.000	2513.000	-Inf	2513.000	NaN	2513.000	NaN
2515.000	9773.000	2515.000	0.000	2515.000	NaN	2515.000	NaN	2515.000	NaN
2516.900	9772.000	2516.900	0.000	2516.900	-Inf	2516.900	NaN	2516.900	NaN
2518.900	9671.000	2518.900	0.000	2518.900	-Inf	2518.900	-Inf	2518.900	NaN
2520.900	9790.000	2520.900	0.000	2520.900	-Inf	2520.900	NaN	2520.900	NaN
2522.800	9704.000	2522.800	0.000	2522.800	NaN	2522.800	NaN	2522.800	NaN
2524.800	9733.000	2524.800	0.000	2524.800	-Inf	2524.800	NaN	2524.800	NaN
2526.700	9677.000	2526.700	0.000	2526.700	-Inf	2526.700	NaN	2526.700	NaN
2528.700	9810.000	2528.700	0.000	2528.700	-Inf	2528.700	NaN	2528.700	NaN
2530.700	9883.000	2530.700	0.000	2530.700	NaN	2530.700	-Inf	2530.700	-Inf
2532.600	9833.000	2532.600	0.000	2532.600	-Inf	2532.600	NaN	2532.600	-Inf
2534.600	9720.000	2534.600	0.000	2534.600	-Inf	2534.600	NaN	2534.600	-Inf
2536.500	9825.000	2536.500	0.000	2536.500	NaN	2536.500	NaN	2536.500	NaN
2538.500	9737.000	2538.500	0.000	2538.500	NaN	2538.500	NaN	2538.500	NaN
2540.400	9755.000	2540.400	0.000	2540.400	-Inf	2540.400	NaN	2540.400	NaN
2542.400	9856.000	2542.400	0.000	2542.400	NaN	2542.400	NaN	2542.400	NaN
2544.400	9789.000	2544.400	0.000	2544.400	NaN	2544.400	NaN	2544.400	NaN
2546.300	9787.000	2546.300	0.000	2546.300	NaN	2546.300	NaN	2546.300	NaN
2548.300	9798.000	2548.300	0.000	2548.300	-Inf	2548.300	NaN	2548.300	NaN
2550.200	9803.000	2550.200	2.000	2550.200	NaN	2550.200	-0.699	2550.200	-1.267
2552.200	9719.000	2552.200	0.000	2552.200	-Inf	2552.200	NaN	2552.200	-Inf
2554.200	9875.000	2554.200	0.000	2554.200	-Inf	2554.200	-Inf	2554.200	NaN
2556.100	9820.000	2556.100	0.000	2556.100	-Inf	2556.100	NaN	2556.100	NaN
2558.100	9704.000	2558.100	0.000	2558.100	NaN	2558.100	NaN	2558.100	-Inf
2560.000	9827.000	2560.000	0.000	2560.000	NaN	2560.000	NaN	2560.000	NaN
2562.000	9760.000	2562.000	0.000	2562.000	-Inf	2562.000	NaN	2562.000	NaN
2563.900	9780.000	2563.900	0.000	2563.900	-Inf	2563.900	NaN	2563.900	NaN
2565.900	9769.000	2565.900	0.000	2565.900	-Inf	2565.900	NaN	2565.900	NaN
2567.900	9731.000	2567.900	0.000	2567.900	-Inf	2567.900	-Inf	2567.900	NaN
2569.800	9763.000	2569.800	0.000	2569.800	NaN	2569.800	NaN	2569.800	NaN
2571.800	9824.000	2571.800	0.000	2571.800	NaN	2571.800	NaN	2571.800	NaN
2573.700	9820.000	2573.700	0.000	2573.700	-Inf	2573.700	NaN	2573.700	NaN
2575.700	9803.000	2575.700	0.000	2575.700	NaN	2575.700	NaN	2575.700	NaN
2577.600	9800.000	2577.600	0.000	2577.600	-Inf	2577.600	NaN	2577.600	NaN
2579.600	9849.000	2579.600	0.000	2579.600	-Inf	2579.600	NaN	2579.600	NaN
2581.600	9919.000	2581.600	0.000	2581.600	-Inf	2581.600	NaN	2581.600	-Inf
2583.500	9831.000	2583.500	0.000	2583.500	-Inf	2583.500	NaN	2583.500	NaN
2585.500	9805.000	2585.500	0.000	2585.500	-Inf	2585.500	-Inf	2585.500	NaN
2587.400	9849.000	2587.400	0.000	2587.400	NaN	2587.400	NaN	2587.400	NaN
2589.400	9828.000	2589.400	0.000	2589.400	NaN	2589.400	NaN	2589.400	-Inf
2591.400	9834.000	2591.400	0.000	2591.400	NaN	2591.400	NaN	2591.400	NaN
2593.300	9994.000	2593.300	0.000	2593.300	NaN	2593.300	NaN	2593.300	-Inf
2595.300	9869.000	2595.300	0.000	2595.300	NaN	2595.300	NaN	2595.300	NaN
2597.200	9791.000	2597.200	0.000	2597.200	-Inf	2597.200	NaN	2597.200	NaN
2599.200	9832.000	2599.200	0.000	2599.200	NaN	2599.200	NaN	2599.200	NaN
2601.100	9698.000	2601.100	0.000	2601.100	NaN	2601.100	NaN	2601.100	NaN
2603.100	9721.000	2603.100	0.000	2603.100	NaN	2603.100	NaN	2603.100	NaN
2605.100	9825.000	2605.100	0.000	2605.100	NaN	2605.100	-Inf	2605.100	NaN
2607.000	9830.000	2607.000	0.000	2607.000	NaN	2607.000	NaN	2607.000	NaN
2609.000	9888.000	2609.000	0.000	2609.000	-Inf	2609.000	NaN	2609.000	NaN
2610.900	9806.000	2610.900	0.000	2610.900	NaN	2610.900	NaN	2610.900	NaN
2612.900	9817.000	2612.900	0.000	2612.900	NaN	2612.900	NaN	2612.900	NaN
2614.800	9733.000	2614.800	0.000	2614.800	-Inf	2614.800	-Inf	2614.800	-Inf
2616.800	9814.000	2616.800	0.000	2616.800	NaN	2616.800	NaN	2616.800	NaN
2618.800	9780.000	2618.800	0.000	2618.800	NaN	2618.800	-Inf	2618.800	NaN
2620.700	9788.000	2620.700	25.000	2620.700	0.143	2620.700	NaN	2620.700	NaN
2622.700	9836.000	2622.700	0.000	2622.700	-Inf	2622.700	NaN	2622.700	NaN
2624.600	9803.000	2624.600	0.000	2624.600	-Inf	2624.600	NaN	2624.600	NaN
2626.600	9735.000	2626.600	0.000	2626.600	NaN	2626.600	NaN	2626.600	NaN
2628.500	9717.000	2628.500	0.000	2628.500	NaN	2628.500	NaN	2628.500	NaN
2630.500	9796.000	2630.500	0.000	2630.500	-Inf	2630.500	NaN	2630.500	NaN
2632.500	9849.000	2632.500	0.000	2632.500	-Inf	2632.500	NaN	2632.500	NaN
2634.400	9855.000	2634.400	0.000	2634.400	NaN	2634.400	NaN	2634.400	NaN
2636.400	9852.000	2636.400	0.000	2636.400	NaN	2636.400	NaN	2636.400	NaN
2638.300	9863.000	2638.300	0.000	2638.300	-Inf	2638.300	NaN	2638.300	NaN
2640.300	9782.000	2640.300	0.000	2640.300	NaN	2640.300	NaN	2640.300	NaN
2642.200	9785.000	2642.200	0.000	2642.200	NaN	2642.200	-Inf	2642.200	NaN
2644.200	9855.000	2644.200	0.000	2644.200	-Inf	2644.200	NaN	2644.200	NaN
2646.200	9829.000	2646.200	0.000	2646.200	-Inf	2646.200	-Inf	2646.200	NaN
2648.100	10114.000	2648.100	0.000	2648.100	-Inf	2648.100	NaN	2648.100	NaN
2650.100	9814.000	2650.100	0.000	2650.100	-Inf	2650.100	NaN	2650.100	NaN
2652.000	9766.000	2652.000	0.000	2652.000	NaN	2652.000	NaN	2652.000	NaN
2654.000	9740.000	2654.000	0.000	2654.000	NaN	2654.000	NaN	2654.000	NaN
2655.900	10015.000	2655.900	0.000	2655.900	-Inf	2655.900	NaN	2655.900	NaN
2657.900	9895.000	2657.900	0.000	2657.900	NaN	2657.900	NaN	2657.900	-Inf
2659.800	9858.000	2659.800	0.000	2659.800	-Inf	2659.800	-Inf	2659.800	-Inf
2661.800	9857.000	2661.800	0.000	2661.800	NaN	2661.800	NaN	2661.800	NaN
2663.800	9774.000	2663.800	0.000	2663.800	-Inf	2663.800	NaN	2663.800	NaN
2665.700	9831.000	2665.700	0.000	2665.700	-Inf	2665.700	-Inf	2665.700	NaN
2667.700	9749.000	2667.700	0.000	2667.700	-Inf	2667.700	NaN	2667.700	NaN
2669.600	9835.000	2669.600	0.000	2669.600	-Inf	2669.600	NaN	2669.600	NaN
2671.600	9820.000	2671.600	0.000	2671.600	-Inf	2671.600	NaN	2671.600	-Inf
2673.500	9838.000	2673.500	0.000	2673.500	-Inf	2673.500	NaN	2673.500	NaN
2675.500	9780.000	2675.500	0.000	2675.500	-Inf	2675.500	NaN	2675.500	NaN
2677.500	9786.000	2677.500	0.000	2677.500	-Inf	2677.500	NaN	2677.500	NaN
2679.400	9779.000	2679.400	0.000	2679.400	NaN	2679.400	NaN	2679.400	NaN
2681.400	9797.000	2681.400	0.000	2681.400	NaN	2681.400	NaN	2681.400	NaN
2683.300	9950.000	2683.300	0.000	2683.300	-Inf	2683.300	-Inf	2683.300	NaN
2685.300	9801.000	2685.300	0.000	2685.300	-Inf	2685.300	NaN	2685.300	NaN
2687.200	9783.000	2687.200	0.000	2687.200	-Inf	2687.200	NaN	2687.200	NaN
2689.200	9825.000	2689.200	0.000	2689.200	NaN	2689.200	NaN	2689.200	NaN
2691.200	9839.000	2691.200	0.000	2691.200	-Inf	2691.200	NaN	2691.200	NaN
2693.100	9802.000	2693.100	4.000	2693.100	-0.574	2693.100	-0.574	2693.100	-0.243
2695.100	9755.000	2695.100	1.000	2695.100	NaN	2695.100	NaN	2695.100	NaN
2697.000	9868.000	2697.000	0.000	2697.000	-Inf	2697.000	NaN	2697.000	NaN
2699.000	9839.000	2699.000	0.000	2699.000	-Inf	2699.000	NaN	2699.000	NaN
2700.900	9794.000	2700.900	0.000	2700.900	-Inf	2700.900	NaN	2700.900	NaN
2702.900	9824.000	2702.900	0.000	2702.900	-Inf	2702.900	NaN	2702.900	NaN
2704.800	10085.000	2704.800	1.000	2704.800	NaN	2704.800	NaN	2704.800	-0.000
2706.800	9870.000	2706.800	0.000	2706.800	-Inf	2706.800	-Inf	2706.800	NaN
2708.800	9879.000	2708.800	0.000	2708.800	-Inf	2708.800	NaN	2708.800	NaN
2710.700	9888.000	2710.700	0.000	2710.700	-Inf	2710.700	NaN	2710.700	NaN
2712.700	9795.000	2712.700	0.000	2712.700	-Inf	2712.700	NaN	2712.700	NaN
2714.600	9722.000	2714.600	0.000	2714.600	NaN	2714.600	NaN	2714.600	NaN
2716.600	9723.000	2716.600	0.000	2716.600	-Inf	2716.600	NaN	2716.600	NaN
2718.500	9949.000	2718.500	0.000	2718.500	-Inf	2718.500	NaN	2718.500	NaN
2720.500	9974.000	2720.500	0.000	2720.500	-Inf	2720.500	NaN	2720.500	NaN
2722.400	9846.000	2722.400	0.000	2722.400	NaN	2722.400	NaN	2722.400	NaN
2724.400	9840.000	2724.400	0.000	2724.400	-Inf	2724.400	NaN	2724.400	NaN
2726.400	9822.000	2726.400	0.000	2726.400	-Inf	2726.400	NaN	2726.400	NaN
2728.300	9802.000	2728.300	0.000	2728.300	-Inf	2728.300	NaN	2728.300	NaN
2730.300	9771.000	2730.300	0.000	2730.300	-Inf	2730.300	NaN	2730.300	NaN
2732.200	9906.000	2732.200	0.000	2732.200	NaN	2732.200	-Inf	2732.200	NaN
2734.200	9838.000	2734.200	0.000	2734.200	-Inf	2734.200	NaN	2734.200	NaN
2736.100	9851.000	2736.100	0.000	2736.100	NaN	2736.100	-Inf	2736.100	NaN
2738.100	9884.000	2738.100	0.000	2738.100	-Inf	2738.100	NaN	2738.100	NaN
2740.000	9864.000	2740.000	0.000	2740.000	NaN	2740.000	NaN	2740.000	NaN
2742.000	9989.000	2742.000	0.000	2742.000	-Inf	2742.000	NaN	2742.000	NaN
2744.000	9903.000	2744.000	0.000	2744.000	-Inf	2744.000	-Inf	2744.000	NaN
2745.900	9865.000	2745.900	0.000	2745.900	-Inf	2745.900	-Inf	2745.900	NaN
2747.900	9887.000	2747.900	0.000	2747.900	-Inf	2747.900	NaN	2747.900	NaN
2749.800	9926.000	2749.800	0.000	2749.800	NaN	2749.800	NaN	2749.800	NaN
2751.800	9937.000	2751.800	0.000	2751.800	-Inf	2751.800	NaN	2751.800	NaN
2753.700	9923.000	2753.700	0.000	2753.700	-Inf	2753.700	-Inf	2753.700	NaN
2755.700	9893.000	2755.700	0.000	2755.700	-Inf	2755.700	NaN	2755.700	NaN
2757.600	9793.000	2757.600	0.000	2757.600	NaN	2757.600	NaN	2757.600	NaN
2759.600	9865.000	2759.600	0.000	2759.600	-Inf	2759.600	-Inf	2759.600	NaN
2761.600	9887.000	2761.600	0.000	2761.600	-Inf	2761.600	NaN	2761.600	NaN
2763.500	9919.000	2763.500	0.000	2763.500	-Inf	2763.500	NaN	2763.500	NaN
2765.500	9886.000	2765.500	0.000	2765.500	-Inf	2765.500	NaN	2765.500	NaN
2767.400	9881.000	2767.400	0.000	2767.400	-Inf	2767.400	NaN	2767.400	NaN
2769.400	9916.000	2769.400	0.000	2769.400	-Inf	2769.400	NaN	2769.400	NaN
2771.300	9955.000	2771.300	0.000	2771.300	NaN	2771.300	NaN	2771.300	NaN
2773.300	10005.000	2773.300	0.000	2773.300	NaN	2773.300	-Inf	2773.300	NaN
2775.200	9810.000	2775.200	0.000	2775.200	-Inf	2775.200	NaN	2775.200	-Inf
2777.200	9816.000	2777.200	0.000	2777.200	-Inf	2777.200	NaN	2777.200	NaN
2779.100	9884.000	2779.100	0.000	2779.100	-Inf	2779.100	NaN	2779.100	NaN
2781.100	10029.000	2781.100	0.000	2781.100	-Inf	2781.100	NaN	2781.100	NaN
2783.100	9964.000	2783.100	0.000	2783.100	NaN	2783.100	NaN	2783.100	NaN
2785.000	9899.000	2785.000	0.000	2785.000	NaN	2785.000	NaN	2785.000	NaN
2787.000	9929.000	2787.000	0.000	2787.000	-Inf	2787.000	NaN	2787.000	NaN
2788.900	9918.000	2788.900	0.000	2788.900	-Inf	2788.900	-Inf	2788.900	NaN
2790.900	9958.000	2790.900	0.000	2790.900	NaN	2790.900	NaN	2790.900	NaN
2792.800	10005.000	2792.800	0.000	2792.800	NaN	2792.800	NaN	2792.800	-Inf
2794.800	9965.000	2794.800	0.000	2794.800	-Inf	2794.800	-Inf	2794.800	-Inf
2796.700	9902.000	2796.700	0.000	2796.700	-Inf	2796.700	NaN	2796.700	-Inf
2798.700	9922.000	2798.700	0.000	2798.700	-Inf	2798.700	NaN	2798.700	NaN
2800.600	9945.000	2800.600	0.000	2800.600	-Inf	2800.600	NaN	2800.600	NaN
2802.600	9951.000	2802.600	0.000	2802.600	-Inf	2802.600	-Inf	2802.600	-Inf
2804.600	9958.000	2804.600	0.000	2804.600	-Inf	2804.600	-Inf	2804.600	NaN
2806.500	9893.000	2806.500	0.000	2806.500	-Inf	2806.500	NaN	2806.500	-Inf
2808.500	9959.000	2808.500	0.000	2808.500	NaN	2808.500	NaN	2808.500	NaN
2810.400	9835.000	2810.400	0.000	2810.400	-Inf	2810.400	NaN	2810.400	-Inf
