Wavelength (nm)	Dark	Wavelength (nm)	Reference	Wavelength (nm)	Sample 1 - 08.11.2019-11:35:13	Wavelength (nm)	Sample 2 - 08.11.2019-11:40:21	Wavelength (nm)	Sample 3 - 08.11.2019-11:45:29
-112.700	9857.000	-112.700	7.000	-112.700	-0.301	-112.700	NaN	-112.700	NaN
-110.700	9912.000	-110.700	0.000	-110.700	NaN	-110.700	-Inf	-110.700	-Inf
-108.700	9812.000	-108.700	0.000	-108.700	-Inf	-108.700	-Inf	-108.700	NaN
-106.700	9840.000	-106.700	0.000	-106.700	NaN	-106.700	-Inf	-106.700	NaN
-104.800	9811.000	-104.800	0.000	-104.800	NaN	-104.800	NaN	-104.800	NaN
-102.800	9848.000	-102.800	0.000	-102.800	NaN	-102.800	-Inf	-102.800	NaN
-100.800	9827.000	-100.800	0.000	-100.800	NaN	-100.800	NaN	-100.800	-Inf
-98.800	9815.000	-98.800	0.000	-98.800	-Inf	-98.800	NaN	-98.800	NaN
-96.800	9878.000	-96.800	0.000	-96.800	-Inf	-96.800	-Inf	-96.800	NaN
-94.800	9764.000	-94.800	0.000	-94.800	-Inf	-94.800	NaN	-94.800	NaN
-92.800	9839.000	-92.800	0.000	-92.800	-Inf	-92.800	NaN	-92.800	NaN
-90.800	9884.000	-90.800	0.000	-90.800	NaN	-90.800	NaN	-90.800	NaN
-88.800	9921.000	-88.800	2.000	-88.800	-0.398	-88.800	NaN	-88.800	-1.470
-86.800	9851.000	-86.800	1.000	-86.800	-0.000	-86.800	NaN	-86.800	NaN
-84.800	9805.000	-84.800	0.000	-84.800	NaN	-84.800	NaN	-84.800	NaN
-82.800	9867.000	-82.800	0.000	-82.800	-Inf	-82.800	-Inf	-82.800	NaN
-80.800	9844.000	-80.800	0.000	-80.800	NaN	-80.800	NaN	-80.800	NaN
-78.800	9763.000	-78.800	0.000	-78.800	-Inf	-78.800	-Inf	-78.800	-Inf
-76.800	9798.000	-76.800	0.000	-76.800	NaN	-76.800	NaN	-76.800	NaN
-74.800	9804.000	-74.800	0.000	-74.800	NaN	-74.800	-Inf	-74.800	NaN
-72.800	9832.000	-72.800	0.000	-72.800	-Inf	-72.800	NaN	-72.800	NaN
-70.800	9820.000	-70.800	0.000	-70.800	-Inf	-70.800	NaN	-70.800	NaN
-68.800	9840.000	-68.800	0.000	-68.800	NaN	-68.800	NaN	-68.800	NaN
-66.800	9764.000	-66.800	0.000	-66.800	-Inf	-66.800	NaN	-66.800	NaN
-64.800	9860.000	-64.800	0.000	-64.800	NaN	-64.800	NaN	-64.800	NaN
-62.800	9854.000	-62.800	0.000	-62.800	NaN	-62.800	NaN	-62.800	NaN
-60.900	9938.000	-60.900	0.000	-60.900	-Inf	-60.900	NaN	-60.900	NaN
-58.900	9877.000	-58.900	0.000	-58.900	-Inf	-58.900	NaN	-58.900	NaN
-56.900	9906.000	-56.900	0.000	-56.900	-Inf	-56.900	NaN	-56.900	NaN
-54.900	9819.000	-54.900	0.000	-54.900	-Inf	-54.900	NaN	-54.900	NaN
-52.900	9878.000	-52.900	0.000	-52.900	NaN	-52.900	NaN	-52.900	NaN
-50.900	9879.000	-50.900	0.000	-50.900	NaN	-50.900	-Inf	-50.900	NaN
-48.900	9878.000	-48.900	0.000	-48.900	NaN	-48.900	NaN	-48.900	NaN
-46.900	9815.000	-46.900	0.000	-46.900	-Inf	-46.900	NaN	-46.900	NaN
-44.900	9897.000	-44.900	0.000	-44.900	-Inf	-44.900	NaN	-44.900	NaN
-42.900	9846.000	-42.900	0.000	-42.900	-Inf	-42.900	NaN	-42.900	NaN
-40.900	9896.000	-40.900	0.000	-40.900	NaN	-40.900	NaN	-40.900	NaN
-38.900	9835.000	-38.900	0.000	-38.900	-Inf	-38.900	NaN	-38.900	NaN
-36.900	9879.000	-36.900	0.000	-36.900	-Inf	-36.900	NaN	-36.900	NaN
-34.900	9897.000	-34.900	0.000	-34.900	-Inf	-34.900	NaN	-34.900	NaN
-32.900	9927.000	-32.900	0.000	-32.900	-Inf	-32.900	NaN	-32.900	-Inf
-30.900	9835.000	-30.900	0.000	-30.900	-Inf	-30.900	NaN	-30.900	NaN
-28.900	9899.000	-28.900	0.000	-28.900	-Inf	-28.900	NaN	-28.900	NaN
-26.900	9993.000	-26.900	0.000	-26.900	-Inf	-26.900	NaN	-26.900	NaN
-24.900	9949.000	-24.900	0.000	-24.900	-Inf	-24.900	NaN	-24.900	NaN
-23.000	10099.000	-23.000	0.000	-23.000	-Inf	-23.000	NaN	-23.000	NaN
-21.000	10002.000	-21.000	0.000	-21.000	-Inf	-21.000	NaN	-21.000	NaN
-19.000	10118.000	-19.000	0.000	-19.000	-Inf	-19.000	NaN	-19.000	NaN
-17.000	10193.000	-17.000	1.000	-17.000	-1.398	-17.000	NaN	-17.000	NaN
-15.000	10278.000	-15.000	0.000	-15.000	NaN	-15.000	NaN	-15.000	-Inf
-13.000	10514.000	-13.000	0.000	-13.000	-Inf	-13.000	-Inf	-13.000	-Inf
-11.000	10591.000	-11.000	0.000	-11.000	NaN	-11.000	NaN	-11.000	NaN
-9.000	10993.000	-9.000	5.000	-9.000	NaN	-9.000	NaN	-9.000	NaN
-7.000	10941.000	-7.000	32.000	-7.000	0.391	-7.000	NaN	-7.000	0.204
-5.000	11086.000	-5.000	11.000	-5.000	-0.550	-5.000	-0.477	-5.000	NaN
-3.000	11026.000	-3.000	0.000	-3.000	-Inf	-3.000	-Inf	-3.000	-Inf
-1.000	10927.000	-1.000	15.000	-1.000	0.398	-1.000	Inf	-1.000	NaN
1.000	10901.000	1.000	0.000	1.000	NaN	1.000	NaN	1.000	NaN
3.000	10684.000	3.000	14.000	3.000	-0.109	3.000	0.447	3.000	NaN
5.000	10292.000	5.000	0.000	5.000	-Inf	5.000	-Inf	5.000	-Inf
7.000	10138.000	7.000	0.000	7.000	NaN	7.000	NaN	7.000	-Inf
9.000	10027.000	9.000	0.000	9.000	NaN	9.000	NaN	9.000	NaN
11.000	9997.000	11.000	0.000	11.000	NaN	11.000	NaN	11.000	NaN
12.900	9909.000	12.900	0.000	12.900	-Inf	12.900	NaN	12.900	NaN
14.900	9927.000	14.900	0.000	14.900	NaN	14.900	NaN	14.900	NaN
16.900	9860.000	16.900	0.000	16.900	-Inf	16.900	-Inf	16.900	NaN
18.900	9880.000	18.900	0.000	18.900	NaN	18.900	NaN	18.900	NaN
20.900	9792.000	20.900	0.000	20.900	NaN	20.900	NaN	20.900	NaN
22.900	9870.000	22.900	0.000	22.900	-Inf	22.900	-Inf	22.900	NaN
24.900	9844.000	24.900	0.000	24.900	-Inf	24.900	NaN	24.900	NaN
26.900	9862.000	26.900	0.000	26.900	-Inf	26.900	NaN	26.900	-Inf
28.900	9931.000	28.900	0.000	28.900	-Inf	28.900	NaN	28.900	-Inf
30.900	9859.000	30.900	0.000	30.900	NaN	30.900	NaN	30.900	-Inf
32.900	9835.000	32.900	0.000	32.900	-Inf	32.900	NaN	32.900	NaN
34.900	9865.000	34.900	0.000	34.900	NaN	34.900	NaN	34.900	NaN
36.900	9774.000	36.900	0.000	36.900	-Inf	36.900	NaN	36.900	NaN
38.900	9889.000	38.900	0.000	38.900	NaN	38.900	NaN	38.900	NaN
40.900	9824.000	40.900	1.000	40.900	NaN	40.900	NaN	40.900	NaN
42.900	9881.000	42.900	0.000	42.900	NaN	42.900	NaN	42.900	-Inf
44.800	9901.000	44.800	0.000	44.800	-Inf	44.800	NaN	44.800	NaN
46.800	9881.000	46.800	0.000	46.800	NaN	46.800	NaN	46.800	NaN
48.800	9888.000	48.800	0.000	48.800	-Inf	48.800	NaN	48.800	NaN
50.800	9828.000	50.800	0.000	50.800	-Inf	50.800	NaN	50.800	NaN
52.800	9889.000	52.800	0.000	52.800	NaN	52.800	NaN	52.800	NaN
54.800	9881.000	54.800	0.000	54.800	-Inf	54.800	NaN	54.800	NaN
56.800	9805.000	56.800	0.000	56.800	NaN	56.800	NaN	56.800	NaN
58.800	9891.000	58.800	0.000	58.800	NaN	58.800	NaN	58.800	NaN
60.800	9798.000	60.800	0.000	60.800	NaN	60.800	NaN	60.800	NaN
62.800	9885.000	62.800	0.000	62.800	-Inf	62.800	-Inf	62.800	NaN
64.800	9920.000	64.800	0.000	64.800	-Inf	64.800	NaN	64.800	NaN
66.800	9873.000	66.800	0.000	66.800	NaN	66.800	NaN	66.800	NaN
68.800	9801.000	68.800	0.000	68.800	NaN	68.800	NaN	68.800	-Inf
70.800	9867.000	70.800	0.000	70.800	-Inf	70.800	-Inf	70.800	NaN
72.800	9882.000	72.800	0.000	72.800	-Inf	72.800	NaN	72.800	NaN
74.700	9865.000	74.700	0.000	74.700	NaN	74.700	NaN	74.700	NaN
76.700	9928.000	76.700	0.000	76.700	-Inf	76.700	NaN	76.700	NaN
78.700	9851.000	78.700	0.000	78.700	-Inf	78.700	NaN	78.700	NaN
80.700	9809.000	80.700	0.000	80.700	-Inf	80.700	NaN	80.700	-Inf
82.700	9857.000	82.700	0.000	82.700	-Inf	82.700	NaN	82.700	NaN
84.700	9827.000	84.700	0.000	84.700	-Inf	84.700	NaN	84.700	NaN
86.700	9833.000	86.700	0.000	86.700	-Inf	86.700	NaN	86.700	NaN
88.700	9849.000	88.700	0.000	88.700	-Inf	88.700	NaN	88.700	NaN
90.700	9936.000	90.700	0.000	90.700	-Inf	90.700	NaN	90.700	-Inf
92.700	9879.000	92.700	0.000	92.700	NaN	92.700	NaN	92.700	NaN
94.700	9849.000	94.700	4.000	94.700	NaN	94.700	0.125	94.700	NaN
96.700	9798.000	96.700	0.000	96.700	-Inf	96.700	NaN	96.700	NaN
98.700	10047.000	98.700	0.000	98.700	-Inf	98.700	NaN	98.700	NaN
100.700	9867.000	100.700	0.000	100.700	-Inf	100.700	NaN	100.700	NaN
102.700	10006.000	102.700	0.000	102.700	-Inf	102.700	-Inf	102.700	NaN
104.600	9831.000	104.600	0.000	104.600	NaN	104.600	NaN	104.600	NaN
106.600	9878.000	106.600	0.000	106.600	-Inf	106.600	NaN	106.600	NaN
108.600	9844.000	108.600	0.000	108.600	-Inf	108.600	NaN	108.600	NaN
110.600	9829.000	110.600	0.000	110.600	-Inf	110.600	NaN	110.600	NaN
112.600	9823.000	112.600	0.000	112.600	-Inf	112.600	NaN	112.600	NaN
114.600	9914.000	114.600	0.000	114.600	-Inf	114.600	NaN	114.600	-Inf
116.600	9752.000	116.600	0.000	116.600	NaN	116.600	NaN	116.600	NaN
118.600	9886.000	118.600	0.000	118.600	-Inf	118.600	NaN	118.600	-Inf
120.600	9844.000	120.600	0.000	120.600	NaN	120.600	NaN	120.600	NaN
122.600	9828.000	122.600	0.000	122.600	-Inf	122.600	-Inf	122.600	NaN
124.600	9792.000	124.600	0.000	124.600	-Inf	124.600	NaN	124.600	-Inf
126.600	9835.000	126.600	0.000	126.600	-Inf	126.600	NaN	126.600	NaN
128.600	9985.000	128.600	0.000	128.600	NaN	128.600	NaN	128.600	NaN
130.500	9940.000	130.500	0.000	130.500	-Inf	130.500	NaN	130.500	NaN
132.500	9752.000	132.500	0.000	132.500	NaN	132.500	NaN	132.500	NaN
134.500	9857.000	134.500	0.000	134.500	-Inf	134.500	NaN	134.500	NaN
136.500	9789.000	136.500	0.000	136.500	-Inf	136.500	NaN	136.500	NaN
138.500	9820.000	138.500	0.000	138.500	NaN	138.500	NaN	138.500	NaN
140.500	9873.000	140.500	0.000	140.500	-Inf	140.500	NaN	140.500	NaN
142.500	9954.000	142.500	0.000	142.500	NaN	142.500	NaN	142.500	NaN
144.500	9863.000	144.500	0.000	144.500	NaN	144.500	NaN	144.500	NaN
146.500	9847.000	146.500	0.000	146.500	NaN	146.500	NaN	146.500	-Inf
148.500	9884.000	148.500	0.000	148.500	-Inf	148.500	NaN	148.500	NaN
150.500	9923.000	150.500	0.000	150.500	NaN	150.500	NaN	150.500	NaN
152.500	9842.000	152.500	0.000	152.500	NaN	152.500	NaN	152.500	NaN
154.500	9836.000	154.500	0.000	154.500	-Inf	154.500	NaN	154.500	NaN
156.400	9814.000	156.400	0.000	156.400	NaN	156.400	NaN	156.400	NaN
158.400	9828.000	158.400	0.000	158.400	NaN	158.400	NaN	158.400	NaN
160.400	9774.000	160.400	0.000	160.400	NaN	160.400	NaN	160.400	NaN
162.400	9922.000	162.400	0.000	162.400	-Inf	162.400	NaN	162.400	NaN
164.400	9803.000	164.400	0.000	164.400	-Inf	164.400	NaN	164.400	NaN
166.400	9914.000	166.400	0.000	166.400	NaN	166.400	NaN	166.400	NaN
168.400	9856.000	168.400	0.000	168.400	-Inf	168.400	NaN	168.400	NaN
170.400	9837.000	170.400	0.000	170.400	-Inf	170.400	NaN	170.400	NaN
172.400	9801.000	172.400	0.000	172.400	-Inf	172.400	NaN	172.400	NaN
174.400	9895.000	174.400	0.000	174.400	-Inf	174.400	NaN	174.400	NaN
176.400	9877.000	176.400	0.000	176.400	-Inf	176.400	-Inf	176.400	NaN
178.400	9890.000	178.400	0.000	178.400	-Inf	178.400	NaN	178.400	NaN
180.300	9823.000	180.300	0.000	180.300	-Inf	180.300	NaN	180.300	NaN
182.300	9945.000	182.300	0.000	182.300	-Inf	182.300	NaN	182.300	-Inf
184.300	9886.000	184.300	0.000	184.300	NaN	184.300	NaN	184.300	NaN
186.300	9867.000	186.300	0.000	186.300	-Inf	186.300	NaN	186.300	NaN
188.300	9859.000	188.300	0.000	188.300	-Inf	188.300	NaN	188.300	NaN
190.300	9864.000	190.300	0.000	190.300	-Inf	190.300	-Inf	190.300	NaN
192.300	10025.000	192.300	0.000	192.300	-Inf	192.300	NaN	192.300	-Inf
194.300	9926.000	194.300	0.000	194.300	NaN	194.300	-Inf	194.300	-Inf
196.300	9846.000	196.300	0.000	196.300	-Inf	196.300	NaN	196.300	-Inf
198.300	10104.000	198.300	0.000	198.300	-Inf	198.300	NaN	198.300	NaN
200.300	9929.000	200.300	0.000	200.300	-Inf	200.300	NaN	200.300	NaN
202.300	9895.000	202.300	0.000	202.300	-Inf	202.300	NaN	202.300	NaN
204.200	9894.000	204.200	0.000	204.200	NaN	204.200	NaN	204.200	NaN
206.200	10000.000	206.200	0.000	206.200	NaN	206.200	NaN	206.200	NaN
208.200	9900.000	208.200	0.000	208.200	-Inf	208.200	NaN	208.200	NaN
210.200	9866.000	210.200	0.000	210.200	NaN	210.200	NaN	210.200	NaN
212.200	9895.000	212.200	0.000	212.200	NaN	212.200	NaN	212.200	NaN
214.200	9922.000	214.200	0.000	214.200	NaN	214.200	NaN	214.200	NaN
216.200	9830.000	216.200	0.000	216.200	-Inf	216.200	NaN	216.200	NaN
218.200	9904.000	218.200	0.000	218.200	NaN	218.200	NaN	218.200	-Inf
220.200	9932.000	220.200	0.000	220.200	-Inf	220.200	NaN	220.200	NaN
222.200	9869.000	222.200	0.000	222.200	-Inf	222.200	NaN	222.200	NaN
224.200	9793.000	224.200	0.000	224.200	NaN	224.200	NaN	224.200	NaN
226.200	9891.000	226.200	0.000	226.200	NaN	226.200	NaN	226.200	-Inf
228.100	9761.000	228.100	0.000	228.100	-Inf	228.100	NaN	228.100	NaN
230.100	9847.000	230.100	0.000	230.100	NaN	230.100	NaN	230.100	NaN
232.100	9795.000	232.100	0.000	232.100	NaN	232.100	-Inf	232.100	NaN
234.100	9762.000	234.100	0.000	234.100	-Inf	234.100	NaN	234.100	NaN
236.100	9720.000	236.100	0.000	236.100	-Inf	236.100	NaN	236.100	NaN
238.100	9860.000	238.100	0.000	238.100	-Inf	238.100	NaN	238.100	-Inf
240.100	9762.000	240.100	0.000	240.100	NaN	240.100	NaN	240.100	NaN
242.100	9775.000	242.100	0.000	242.100	NaN	242.100	NaN	242.100	NaN
244.100	9813.000	244.100	0.000	244.100	-Inf	244.100	NaN	244.100	NaN
246.100	9850.000	246.100	0.000	246.100	NaN	246.100	NaN	246.100	NaN
248.100	9691.000	248.100	0.000	248.100	-Inf	248.100	NaN	248.100	-Inf
250.000	9791.000	250.000	0.000	250.000	-Inf	250.000	-Inf	250.000	NaN
252.000	9657.000	252.000	0.000	252.000	-Inf	252.000	NaN	252.000	NaN
254.000	9760.000	254.000	0.000	254.000	NaN	254.000	NaN	254.000	NaN
256.000	9849.000	256.000	0.000	256.000	-Inf	256.000	NaN	256.000	NaN
258.000	9825.000	258.000	0.000	258.000	-Inf	258.000	-Inf	258.000	-Inf
260.000	9759.000	260.000	0.000	260.000	-Inf	260.000	NaN	260.000	NaN
262.000	9785.000	262.000	0.000	262.000	-Inf	262.000	NaN	262.000	-Inf
264.000	9766.000	264.000	0.000	264.000	-Inf	264.000	-Inf	264.000	NaN
266.000	9783.000	266.000	0.000	266.000	NaN	266.000	NaN	266.000	NaN
268.000	9801.000	268.000	0.000	268.000	-Inf	268.000	NaN	268.000	NaN
269.900	9803.000	269.900	0.000	269.900	NaN	269.900	NaN	269.900	NaN
271.900	9775.000	271.900	0.000	271.900	-Inf	271.900	NaN	271.900	NaN
273.900	9804.000	273.900	0.000	273.900	-Inf	273.900	NaN	273.900	NaN
275.900	9737.000	275.900	0.000	275.900	-Inf	275.900	NaN	275.900	NaN
277.900	9838.000	277.900	0.000	277.900	NaN	277.900	NaN	277.900	NaN
279.900	9823.000	279.900	0.000	279.900	NaN	279.900	NaN	279.900	-Inf
281.900	9837.000	281.900	0.000	281.900	-Inf	281.900	NaN	281.900	NaN
283.900	9710.000	283.900	0.000	283.900	NaN	283.900	NaN	283.900	-Inf
285.900	9998.000	285.900	6.000	285.900	-0.653	285.900	NaN	285.900	NaN
287.900	9699.000	287.900	0.000	287.900	-Inf	287.900	-Inf	287.900	NaN
289.900	9674.000	289.900	0.000	289.900	NaN	289.900	-Inf	289.900	NaN
291.800	9659.000	291.800	0.000	291.800	NaN	291.800	NaN	291.800	NaN
293.800	9703.000	293.800	0.000	293.800	-Inf	293.800	NaN	293.800	NaN
295.800	9727.000	295.800	0.000	295.800	-Inf	295.800	NaN	295.800	-Inf
297.800	9757.000	297.800	0.000	297.800	NaN	297.800	NaN	297.800	NaN
299.800	9782.000	299.800	0.000	299.800	-Inf	299.800	NaN	299.800	NaN
301.800	9813.000	301.800	0.000	301.800	-Inf	301.800	-Inf	301.800	NaN
303.800	9733.000	303.800	0.000	303.800	NaN	303.800	NaN	303.800	-Inf
305.800	9847.000	305.800	0.000	305.800	-Inf	305.800	NaN	305.800	NaN
307.800	9708.000	307.800	0.000	307.800	-Inf	307.800	NaN	307.800	NaN
309.800	9726.000	309.800	0.000	309.800	-Inf	309.800	NaN	309.800	NaN
311.700	9862.000	311.700	0.000	311.700	-Inf	311.700	NaN	311.700	NaN
313.700	9807.000	313.700	0.000	313.700	-Inf	313.700	-Inf	313.700	NaN
315.700	9754.000	315.700	0.000	315.700	-Inf	315.700	NaN	315.700	NaN
317.700	9847.000	317.700	0.000	317.700	NaN	317.700	NaN	317.700	NaN
319.700	9863.000	319.700	0.000	319.700	-Inf	319.700	NaN	319.700	NaN
321.700	9871.000	321.700	24.000	321.700	0.176	321.700	NaN	321.700	NaN
323.700	9704.000	323.700	0.000	323.700	NaN	323.700	NaN	323.700	-Inf
325.700	9853.000	325.700	0.000	325.700	-Inf	325.700	NaN	325.700	NaN
327.700	9878.000	327.700	0.000	327.700	NaN	327.700	-Inf	327.700	NaN
329.600	9802.000	329.600	0.000	329.600	-Inf	329.600	NaN	329.600	NaN
331.600	9806.000	331.600	0.000	331.600	-Inf	331.600	NaN	331.600	NaN
333.600	9934.000	333.600	0.000	333.600	-Inf	333.600	-Inf	333.600	NaN
335.600	9774.000	335.600	0.000	335.600	NaN	335.600	NaN	335.600	NaN
337.600	9781.000	337.600	0.000	337.600	NaN	337.600	-Inf	337.600	NaN
339.600	9842.000	339.600	0.000	339.600	-Inf	339.600	NaN	339.600	NaN
341.600	9889.000	341.600	12.000	341.600	0.778	341.600	NaN	341.600	-0.151
343.600	9845.000	343.600	0.000	343.600	NaN	343.600	-Inf	343.600	NaN
345.600	9786.000	345.600	0.000	345.600	-Inf	345.600	NaN	345.600	NaN
347.600	9827.000	347.600	0.000	347.600	-Inf	347.600	NaN	347.600	NaN
349.500	9808.000	349.500	0.000	349.500	-Inf	349.500	NaN	349.500	NaN
351.500	9777.000	351.500	0.000	351.500	-Inf	351.500	-Inf	351.500	-Inf
353.500	9811.000	353.500	0.000	353.500	-Inf	353.500	NaN	353.500	NaN
355.500	9757.000	355.500	0.000	355.500	-Inf	355.500	NaN	355.500	-Inf
357.500	9861.000	357.500	0.000	357.500	-Inf	357.500	NaN	357.500	-Inf
359.500	9791.000	359.500	0.000	359.500	-Inf	359.500	NaN	359.500	NaN
361.500	9816.000	361.500	0.000	361.500	-Inf	361.500	-Inf	361.500	NaN
363.500	9745.000	363.500	0.000	363.500	-Inf	363.500	NaN	363.500	-Inf
365.500	9858.000	365.500	6.000	365.500	-0.740	365.500	-0.766	365.500	NaN
367.400	9864.000	367.400	0.000	367.400	NaN	367.400	-Inf	367.400	-Inf
369.400	9956.000	369.400	0.000	369.400	-Inf	369.400	NaN	369.400	-Inf
371.400	9758.000	371.400	0.000	371.400	-Inf	371.400	-Inf	371.400	NaN
373.400	9792.000	373.400	0.000	373.400	-Inf	373.400	-Inf	373.400	NaN
375.400	9858.000	375.400	0.000	375.400	-Inf	375.400	NaN	375.400	NaN
377.400	9735.000	377.400	0.000	377.400	-Inf	377.400	NaN	377.400	NaN
379.400	9801.000	379.400	0.000	379.400	NaN	379.400	-Inf	379.400	NaN
381.400	9841.000	381.400	5.000	381.400	NaN	381.400	NaN	381.400	NaN
383.400	9955.000	383.400	0.000	383.400	-Inf	383.400	-Inf	383.400	NaN
385.300	9769.000	385.300	0.000	385.300	-Inf	385.300	NaN	385.300	NaN
387.300	9782.000	387.300	0.000	387.300	-Inf	387.300	NaN	387.300	NaN
389.300	9890.000	389.300	0.000	389.300	-Inf	389.300	NaN	389.300	NaN
391.300	9797.000	391.300	0.000	391.300	NaN	391.300	NaN	391.300	NaN
393.300	9880.000	393.300	0.000	393.300	-Inf	393.300	NaN	393.300	NaN
395.300	9744.000	395.300	0.000	395.300	-Inf	395.300	NaN	395.300	NaN
397.300	9883.000	397.300	0.000	397.300	-Inf	397.300	-Inf	397.300	NaN
399.300	9969.000	399.300	0.000	399.300	-Inf	399.300	NaN	399.300	-Inf
401.300	9933.000	401.300	0.000	401.300	-Inf	401.300	NaN	401.300	NaN
403.200	9793.000	403.200	0.000	403.200	NaN	403.200	NaN	403.200	-Inf
405.200	9796.000	405.200	0.000	405.200	-Inf	405.200	NaN	405.200	-Inf
407.200	9738.000	407.200	0.000	407.200	-Inf	407.200	NaN	407.200	NaN
409.200	9807.000	409.200	0.000	409.200	-Inf	409.200	NaN	409.200	NaN
411.200	9854.000	411.200	0.000	411.200	-Inf	411.200	NaN	411.200	NaN
413.200	9691.000	413.200	0.000	413.200	-Inf	413.200	-Inf	413.200	-Inf
415.200	9700.000	415.200	0.000	415.200	NaN	415.200	NaN	415.200	NaN
417.200	9859.000	417.200	0.000	417.200	-Inf	417.200	NaN	417.200	NaN
419.200	9740.000	419.200	0.000	419.200	-Inf	419.200	NaN	419.200	NaN
421.100	9812.000	421.100	0.000	421.100	-Inf	421.100	NaN	421.100	NaN
423.100	9785.000	423.100	0.000	423.100	-Inf	423.100	-Inf	423.100	NaN
425.100	9788.000	425.100	0.000	425.100	-Inf	425.100	-Inf	425.100	NaN
427.100	9755.000	427.100	0.000	427.100	NaN	427.100	NaN	427.100	NaN
429.100	9773.000	429.100	0.000	429.100	NaN	429.100	NaN	429.100	NaN
431.100	9776.000	431.100	0.000	431.100	NaN	431.100	NaN	431.100	NaN
433.100	9766.000	433.100	0.000	433.100	-Inf	433.100	-Inf	433.100	NaN
435.100	9785.000	435.100	0.000	435.100	NaN	435.100	NaN	435.100	NaN
437.000	9867.000	437.000	0.000	437.000	-Inf	437.000	-Inf	437.000	NaN
439.000	9742.000	439.000	0.000	439.000	-Inf	439.000	NaN	439.000	-Inf
441.000	10009.000	441.000	0.000	441.000	-Inf	441.000	NaN	441.000	-Inf
443.000	9671.000	443.000	3.000	443.000	-0.602	443.000	NaN	443.000	-0.637
445.000	9678.000	445.000	0.000	445.000	-Inf	445.000	NaN	445.000	NaN
447.000	9828.000	447.000	0.000	447.000	-Inf	447.000	NaN	447.000	-Inf
449.000	9779.000	449.000	0.000	449.000	-Inf	449.000	NaN	449.000	NaN
451.000	9702.000	451.000	6.000	451.000	-0.000	451.000	NaN	451.000	-0.067
453.000	9755.000	453.000	0.000	453.000	NaN	453.000	NaN	453.000	NaN
454.900	9709.000	454.900	0.000	454.900	-Inf	454.900	NaN	454.900	NaN
456.900	9704.000	456.900	0.000	456.900	NaN	456.900	NaN	456.900	NaN
458.900	9722.000	458.900	0.000	458.900	-Inf	458.900	NaN	458.900	-Inf
460.900	9835.000	460.900	0.000	460.900	NaN	460.900	NaN	460.900	NaN
462.900	9812.000	462.900	0.000	462.900	-Inf	462.900	NaN	462.900	NaN
464.900	9798.000	464.900	0.000	464.900	NaN	464.900	-Inf	464.900	NaN
466.900	9760.000	466.900	0.000	466.900	NaN	466.900	NaN	466.900	-Inf
468.900	9797.000	468.900	0.000	468.900	NaN	468.900	NaN	468.900	NaN
470.800	9735.000	470.800	0.000	470.800	NaN	470.800	NaN	470.800	NaN
472.800	9751.000	472.800	6.000	472.800	NaN	472.800	NaN	472.800	NaN
474.800	9771.000	474.800	0.000	474.800	-Inf	474.800	NaN	474.800	NaN
476.800	9806.000	476.800	0.000	476.800	-Inf	476.800	NaN	476.800	NaN
478.800	9764.000	478.800	0.000	478.800	NaN	478.800	NaN	478.800	-Inf
480.800	9745.000	480.800	0.000	480.800	-Inf	480.800	NaN	480.800	NaN
482.800	9705.000	482.800	0.000	482.800	-Inf	482.800	-Inf	482.800	-Inf
484.800	9744.000	484.800	0.000	484.800	NaN	484.800	-Inf	484.800	-Inf
486.700	9679.000	486.700	5.000	486.700	-0.000	486.700	0.222	486.700	-0.778
488.700	9736.000	488.700	11.000	488.700	-0.163	488.700	NaN	488.700	NaN
490.700	9775.000	490.700	0.000	490.700	-Inf	490.700	NaN	490.700	NaN
492.700	9718.000	492.700	0.000	492.700	-Inf	492.700	NaN	492.700	NaN
494.700	9770.000	494.700	0.000	494.700	-Inf	494.700	NaN	494.700	NaN
496.700	9783.000	496.700	0.000	496.700	NaN	496.700	-Inf	496.700	-Inf
498.700	9688.000	498.700	0.000	498.700	-Inf	498.700	NaN	498.700	-Inf
500.700	9722.000	500.700	0.000	500.700	NaN	500.700	-Inf	500.700	NaN
502.600	9807.000	502.600	0.000	502.600	NaN	502.600	NaN	502.600	NaN
504.600	9784.000	504.600	0.000	504.600	NaN	504.600	NaN	504.600	NaN
506.600	9712.000	506.600	0.000	506.600	-Inf	506.600	-Inf	506.600	NaN
508.600	9705.000	508.600	0.000	508.600	NaN	508.600	NaN	508.600	NaN
510.600	9832.000	510.600	0.000	510.600	-Inf	510.600	NaN	510.600	NaN
512.600	9794.000	512.600	0.000	512.600	NaN	512.600	NaN	512.600	NaN
514.600	9811.000	514.600	0.000	514.600	NaN	514.600	NaN	514.600	NaN
516.500	9767.000	516.500	0.000	516.500	NaN	516.500	NaN	516.500	NaN
518.500	9725.000	518.500	0.000	518.500	-Inf	518.500	NaN	518.500	NaN
520.500	9865.000	520.500	0.000	520.500	-Inf	520.500	NaN	520.500	NaN
522.500	9695.000	522.500	0.000	522.500	NaN	522.500	NaN	522.500	-Inf
524.500	9828.000	524.500	0.000	524.500	-Inf	524.500	NaN	524.500	NaN
526.500	9677.000	526.500	0.000	526.500	NaN	526.500	NaN	526.500	NaN
528.500	9773.000	528.500	0.000	528.500	NaN	528.500	NaN	528.500	-Inf
